Spalte1,Systemnummer,MMS-ID,Volltext,Barcode,Verfasser ; GND-ID,Werktitel,Reihentitel ; Bandzählung,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe,Bandzählung ; Titel des Bandes,Ausgabe,Verlagsort,Verlagsort normiert ; GND-ID,Druckort normiert ; GND-ID,Verleger und Drucker,Verleger normiert ; GND-ID,Drucker ; GND-ID,Erscheinungsjahr,Erscheinungsjahr Sortierform,Kollation,Illustrationen,Anzahl Illustrationen,Anzahl Karten,Format,Anm. zu Illustrationen,Bibliografie,Anmerkungen,Anm. zu Kollation,Sprache,Originalsprache,Bemerkung zur Sprache,Standardnummer,Weitere Verfasser ; GND-ID,Herausgeber ; GND-ID,Übersetzer ; GND-ID,Beiträger ; GND-ID,Weitere Beteiligte ; GND-ID,Illustratoren ; GND-ID,Widmender ; GND-ID,Widmungsempfänger ; GND-ID,Art des Inhalts,Inhalt,Werke in Relation,Schlagworte,Marker,Zusammenstellung,Signatur,Standort,VD17
AC08119160,AC08119160,990027338780603338,http://data.onb.ac.at/ABO/%2BZ96106900,Z96106900,"Rogge, Christian Wilhelm <<von>> ; http://d-nb.info/gnd/101167083","Vortheile für Haus- und Landwirthschaften, Fabriken und Gewerbe. Gesammelt auf Reisen durch Deutschland, Holland, England, Frankreich und Italien",,"Vortheile für Haus= und Landwirthschaften, Fabriken und Gewerbe $ Gesammelt auf Reisen durch Deutschland, Holland, England, Frankreich und Jtalien $ von Christian Wilhelm v. Rogge",Erster Band ; Mit einer Kupfertafel,,Wien,Wien ; http://d-nb.info/gnd/4066009-6,Wien ; http://d-nb.info/gnd/4066009-6,Jm Verlage bey Joh. Bapt. Wallishausser,"Wallishausser, Johann Baptist ; http://d-nb.info/gnd/103755132X","Wallishausser, Johann Baptist ; http://d-nb.info/gnd/103755132X",1818,1818,"10 ungezählte Seiten, 346 Seiten, 1 ungezähltes gefaltetes Blatt",1 Diagramm,,,8°,1 Kupferstich-Illustration,"Bibliografischer Nachweis: BVB,",,,ger,,,,,,,,,,,,Reisebericht,,,Hauswirtschaft ; Haushalt ; Landwirtschaft ; Gewerbe ; Ratgeber ; Europa ; Bildungsreise ; Hauswirtschaft ; Landwirtschaft ; Fertigkeit ; Methode ; Geschichte 1818,TravelogueD19 Europa,,309271-B MAG .- UNASSIGNED,ZALT ; ZALT,
AC09639916,AC09639916,990027908860603338,http://data.onb.ac.at/ABO/%2BZ163695102,Z163695102,"Barthélemy, Jean Jacques ; http://d-nb.info/gnd/117566047",Voyage en Italie ; http://viaf.org/viaf/309260206,,<<Des Abbe J.J. Barthelemy>> Reise durch Italien $ Nach den Originalbriefen des Grafen von Caylus abgedruckt. Nebst einem Anhang von noch ungedruckten Schriften $ Herausgegeben von A. Serieyes,,,Paris und Maynz,Mainz ; http://d-nb.info/gnd/4037124-4 .- Paris ; http://d-nb.info/gnd/4044660-8,,,,,1802,1802,"XVI, 336 Seiten, 24 ungezählte Seiten, 1 ungezähltes Blatt Bildtafel",2 Illustrationen,2,,8°,"Die Illustrationen umfassen 1 Kupferstichillustration als Frontispiz (gestochen von J. Blaschke), 1 Titelkupfer. - Kupfertitel ; Zierleisten im Text",,,,ger,fre,Aus dem Französischen übersetzt,,,"Sérieys, Antoine ; http://d-nb.info/gnd/129014788",,"Caylus, Anne Claude Philippe <<de>> ; http://d-nb.info/gnd/100076262",,"Blaschke, János ; http://d-nb.info/gnd/116200170",,,Briefsammlung ; Reisebericht,,,Italien ; Reise ; Geschichte 1755-1757,TravelogueD19 Europa,,250713-B MAG,ZFID,
AC09644818,AC09644818,990027961930603338,"http://data.onb.ac.at/ABO/%2BZ177021201;
http://data.onb.ac.at/ABO/%2BZ174799705","Z177021201;
Z174799705","Adams, John Quincy ; http://d-nb.info/gnd/118643789","Letters on Silesia, written during a tour through that country in the years 1800, 1801 ; 1804",,"Briefe über Schlesien, Geschrieben auf einer in dem Jahre 1800 durch dieses Land unternommenen Reise $ von John Quincy Adams, damaligen bevollmächtigten Minister der vereinigten Staaten an dem Hofe zu Berlin, und gegenwärtigem Mitgliede des nordamerikanischen Senats. Aus dem Englischen übersetzt von Friedrich Gotthelf Friese, und mit mit einigen berichtigenden und ergänzenden Anmerkungen versehen von Friedrich Albert Zimmermann. (Mit einer Post=und Reise=Charte)",,,Breslau,Breslau ; http://d-nb.info/gnd/4008216-7,Breslau ; http://d-nb.info/gnd/4008216-7,bey Wilhelm Gottlieb Korn,"Korn, Wilhelm Gottlieb ; http://d-nb.info/gnd/136422896","Korn, Wilhelm Gottlieb ; http://d-nb.info/gnd/136422896",1805,1805,"XXVI, 399 Seiten, 1 ungezähltes Blatt Karte",1 Karte,,1,8°,1 grenzkolorierter Karte,Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin,"Widmung des Übersetzer Friedrich Gotthelf Friese an Charles Lewis Guth. - Vorrede, Datum Breslau 26.03.1805. - Nachricht des englischen Herausgebers und Verlegers an das Publikum",,ger,eng,Aus dem Englischen übersetzt,,,,"Friese, Friedrich Gotthilf ; http://d-nb.info/gnd/116819405","Zimmermann, Friedrich Albert ; http://d-nb.info/gnd/134018672",,,,"Guth, Charles Lewis",Briefsammlung ; Reisebericht,,,Reise ; Schlesien ; Geschichte 1800,TravelogueD19 Europa,,36355-A MAG .- 279719-A MAG,ZALT ; ZFID,
AC09685609,AC09685609,990028380000603338,"http://data.onb.ac.at/ABO/%2BZ168015609;
http://data.onb.ac.at/ABO/%2BZ196545309;
http://data.onb.ac.at/ABO/%2BZ174246807","Z168015609;
Z196545309;
Z174246807","Batthyány, Vince ; http://d-nb.info/gnd/11608233X",,,"Reise Durch Einen Theil Ungarns, Siebenbürgens, Der Moldau Und Buccovina, Im Jahr 1805 $ Vom Grafen Vinzenz Battháni",,,Pest,Budapest ; http://d-nb.info/gnd/4008684-7 .- Wien ; http://d-nb.info/gnd/4066009-6,Wien ; http://d-nb.info/gnd/4066009-6,bei Conrad Adolph Hartleben ; gedruckt bey Anton Strauss,"Hartleben, Konrad Adolf ; http://d-nb.info/gnd/10436047X","Strauß, Anton ; http://d-nb.info/gnd/139477810",1811,1811,"2 ungezählte Seiten, 236 Seiten, 2 ungezählte Seiten",,,,8°,Kein illustrierender Inhalt,Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin,,,ger,,,,,,,,,,,,Reisebericht ; Briefsammlung,,,Bukowina ; Reise ; Moldau ; Ungarn ; Geschichte 1805,TravelogueD19 Europa,,211908-B MAG .- 75.Q.15.(Adl) PRUNK .- 270863-B MAG,ZALT ; ZALT ; ZFID,
AC09685610,AC09685610,990028380010603338,http://data.onb.ac.at/ABO/%2BZ174826708,Z174826708,"Batthyány, Vince ; http://d-nb.info/gnd/11608233X",,,Reise Nach Constantinopel $ In Briefen $ Vom Herrn Grafen Vincenz Batthyány,,Zweite verbesserte und vermehrte Ausgabe,Pesth,Budapest ; http://d-nb.info/gnd/4008684-7,,bei K. A. Hartleben,"Hartleben, Konrad Adolf ; http://d-nb.info/gnd/10436047X",,1810,1810,270 Seiten,1 Illustration,1,,,Die Illustration ist 1 Kupferstich-Illustration als Frontispiz (gestochen und signiert von Schindelmeyer). - Zierleisten im Text,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann, 396. - Zuerst erschienen in: ""Zeitschrift von und für Ungern"", Bd. 2-4 (1802)",,,ger,,,,,,,,,"Schindelmeyer, Karl Robert ; http://d-nb.info/gnd/129098647",,,Briefsammlung ; Reisebericht,,,Istanbul ; Reise ; Osmanisches Reich ; Geschichte um 1802,TravelogueD19 Asien Europa ; TravelogueD19 Orient,,43547-A MAG,ZALT,
AC09689532,AC09689532,990028419980603338,http://data.onb.ac.at/ABO/%2BZ205039509,Z205039509,"Beauvoisins, Joseph Eugène ; http://d-nb.info/gnd/1157704662","Notice sur la cour du grand-seigneur, son sérail, son harem, la familie du sang imérial, sa maison militaire et ses ministres ; 1807",,"Nachrichten über den Hof des türkischen Sultans, sein Serail, seinen Harem, die kaiserliche Familie, sein Militär und seine Minister $ Nebst einem historischen Versuch über die mahomedanische Religion, ihren Kultus und ihre Priester. Nach der vierten Ausgabe des französischen Originaltextes des Herrn Joseph Eugen Beauvoisins frei übersezt, mit authentischen Noten begleitet und herausgegeben von Keßler, Großherzogl. Badischen Major und Ritter des Militär=Verdientsordens",,,Karlsruhe,Karlsruhe ; http://d-nb.info/gnd/4029713-5,,im Verlag bei Chr. Friedrich Müller,"Müller, Christian Friedrich ; http://d-nb.info/gnd/11771660X",,1811,1811,"1 ungezählte Seite, VIII, 167 Seiten, 1 ungezählte Seite",,,,8°,Kein illustrierender Inhalt,"Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 0038","Seite [III]-VI: Vorwort des Herausgebers Johann Friedrich Keßler (Pseudonym für Johann Ernst Daniel Bornschein), Datum Rastadt 02.1810. - Seite VII-VIII: Vorrede an die Leser. - Seite 139-167: Nachtrag vom Herausgeber, nebst Mittheilungen von Herrn Jakob Ensle aus Rastadt",,ger,fre,Aus dem Französischen übersetzt,,,"Bornschein, Johann Ernst Daniel ; http://d-nb.info/gnd/104295120",,"Ensle, Jakob .- Müller, Christian Friedrich ; http://d-nb.info/gnd/11771660X",,,,,,,,Osmanisches Reich ; Hof ; Reise ; Konstantinopel ; Geschichte 1799,TravelogueD19 Asien ; TravelogueD19 Orient,,215543-B MAG,ZALT,
AC09695728,AC09695728,990028483210603338,http://data.onb.ac.at/ABO/%2BZ207500708,Z207500708,,,,Bemerkungen oder Briefe über Wien eines jungen Bayern auf einer Reise durch Deutschland an eine Dame von Stande,,,Leipzig,Leipzig ; http://d-nb.info/gnd/4035206-7,,in der Baumgärtnerschen Buchhandlung,Baumgärtnersche Buchhandlung ; http://d-nb.info/gnd/5350738-1,,1804,1804,180 Seiten,,,,8°,Kein illustrierender Inhalt,Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin. - Anonym erschienen,,,ger,,,,,,,,,,,,Reisebericht ; Briefsammlung,,,Reise ; Geschichte um 1804 ; Wien,TravelogueD19 Europa,,117429-B MAG,ZALT,
AC09699611,AC09699611,990028522710603338,,,"Mayer, Luigi ; http://d-nb.info/gnd/118579592",,,"Ansichten von der Türkei hauptsächlich von Caramanien, $ einem bisher wenig bekannten Theile von Kleinasien. Nebst einer Auswahl merkwürdiger Ansichten von den Inseln Rhodus und Cypern und den einst berühmten Städten Corinth, Carthago und Tripoli, $ nach den Originalzeichungen des Herrn Ludwig Mayer; mit Erläuterungen von J. A. Bergk Doctor beider Rechte und der Philosophie. Mit zwanzig Kupfern",,,Leipzig,Leipzig ; http://d-nb.info/gnd/4035206-7,,Baumgärtnersche Buchhandlung,Baumgärtnersche Buchhandlung ; http://d-nb.info/gnd/5350738-1,,1812,1812,"21 Seiten, 20 Blätter Bildtafeln",20 Illustrationen,20,,2°,"20 Kupferstich-Illustrationen nach Zeichnungen von Ludwig Mayer, gestochen von Boettger","Bibliografischer Nachweis: Chatzipanagioti-Sangmeister, 0626",,,ger,,,,"Bergk, Johann Adam ; http://d-nb.info/gnd/116132655",,,,,,,,,,,Provinz Karaman ; Vedute ; Türkei ; Vedute ; Osmanisches Reich,TravelogueD19 Asien ; TravelogueD19 Orient,,80.P.1 PRUNK,ZALT,
AC09716194,AC09716194,990028692210603338,http://data.onb.ac.at/ABO/%2BZ196560700,Z196560700,"Birkbeck, Morris ; http://d-nb.info/gnd/130833967","Notes on a journey in America, from the coast of Virginia to the territory of Illinois ; http://viaf.org/viaf/3680151656359308400008",,"Bemerkungen auf einer Reise in Amerika von der Küste von Virginien bis zum Gebiet von Jllinois $ Nebst einer Vollständigen geographisch=topographisch=statistisch=politischen Uebersicht der vereinigten Staaten von Nordamerica, nach ihrem neuesten Zustande. Aus dem Englischen. Ein Wegweiser für Alle, die nach den vereinigten Staaten auswandern und sich dort ansiedeln wollen. (Aus dem Ethnographischen Archiv besonders abgedruckt.) $ von Morris Birbeck",,,Jena,Jena ; http://d-nb.info/gnd/4028557-1,,bei August Schmid und Compagnie,Schmid und Compagnie,,1818,1818,"IV, 276 Seiten",,,,8°,Kein illustrierender Inhalt. - Unverzierte Leisten ; Fußnoten,"Bibliografische Nachweis: Bibliografie Reiseliteratur Eutin  ; Sabin, 5570. - Seperatdruck aus: Ethnographisches Archiv, Jg. 1818","Seite [III]-IV: Vorwort des Verfassers, Datum 01.09.1817",,ger,eng,Aus dem Englischen übersetzt,,,,,,,,,,,,,USA ; Auswanderung ; Reise ; Geschichte 1817- ; Nordamerika ; Auswanderer,TravelogueD19 Nordamerika,,27.Ff.28 PRUNK,ZALT,
AC09737072,AC09737072,990028905520603338,http://data.onb.ac.at/ABO/%2BZ156047905,Z156047905,"Brenner, Ignaz <<von>> ; http://d-nb.info/gnd/116486147",,,Ausflug Von Konstantinopel Nach Brussa in Kleinasien Im Jahre 1793 $ Von Ignatz Von Brenner. Mit einem Kupfer,,,Wien und Triest,Wien ; http://d-nb.info/gnd/4066009-6 .- Triest ; http://d-nb.info/gnd/4078411-3,Wien ; http://d-nb.info/gnd/4066009-6,bey Geistinger ; Gedruckt bey Anton Strauss,Geistinger'sche Buchhandlung ; http://d-nb.info/gnd/1148147527,"Strauß, Anton ; http://d-nb.info/gnd/139477810",1808,1808,"102 Seiten, 2 ungezählte Seiten, 1 ungezähltes gefaltetes Blatt Bildtafel",1 Illustration,1,,12°,Die Illustration ist eine Kupferstich-Illustration als Frontispiz,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Chatzipanagioti-Sangmeister, 0086",Seite [3]-[4]: Vorrede (Vorbericht) des Verfassers,,ger,,,,,,,,,,,,Reisebericht,,,Bursa ; Reise ; Geschichte 1793 ; Osmanisches Reich ; Anatolien,TravelogueD19 Asien ; TravelogueD19 Orient,,*48.L.77 PRUNK,ZALT,
AC09737915,AC09737915,990028914490603338,http://data.onb.ac.at/ABO/%2BZ221153208,Z221153208,"Bretschneider, Heinrich Gottfried <<von>> ; http://d-nb.info/gnd/100125077",,,Reise des Herrn von Bretschneider nach London und Paris nebst Auszügen aus seinen Briefen an Herrn Friedrich Nicolai $ Herausgegeben von L. F. von Göckingk,,,Berlin und Stettin,Berlin ; http://d-nb.info/gnd/4005728-8 .- Stettin ; http://d-nb.info/gnd/4057392-8,,Nicolai,Nicolaische Buchhandlung ; http://d-nb.info/gnd/6146046-1,,1817,1817,"XII, 324 Seiten, 1 ungezählte Seite",,,,8°,Kein illustrierender Inhalt,Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin,,,ger,,,,,,,"Goeckingk, Leopold Friedrich Günther <<von>> ; http://d-nb.info/gnd/118540084",,,,,Reisebericht,,,London ; Reise ; Paris ; Geschichte 1772-1773,TravelogueD19 Europa,,697766-B MAG,ZALT,
AC09738778,AC09738778,990028923330603338,http://data.onb.ac.at/ABO/%2BZ202490002,Z202490002,"Reichardt, Johann Friedrich",,,Briefe eines reisenden Nordländers. Geschrieben in den Jahren 1807-1809 $ Herausgegeben von J. F. Reichhardt,,Neue Auflage,Leipzig und Altenburg,Leipzig ; http://d-nb.info/gnd/4035206-7 .- Altenburg ; http://d-nb.info/gnd/4001409-5,Leipzig ; http://d-nb.info/gnd/4035206-7,F. A. Brockhaus,F. A. Brockhaus ; (DE-588)65191-6,F. A. Brockhaus ; (DE-588)65191-6,1816,1816,"XVI Seiten, 424 Seiten",,,,8°,Kein illustriender Inhalt,Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin,Seite [III]-VI: Vorwort,,ger,,In Fraktur,,,,,,,,,,Reisebericht ; Briefsammlung,,,Deutschland ; Reise ; Geschichte 1807-1809 ; Österreich ; Reise ; Geschichte 1807-1809,TravelogueD19 Europa,,471022-A MAG,ZALT,
AC09741261,AC09741261,990028948710603338,http://data.onb.ac.at/ABO/%2BZ164891907,Z164891907,"Browne, William George ; http://d-nb.info/gnd/117636126","Travels in Africa, Egypt, and Syria, from the year 1792 to 1798 ; 1799 ; http://viaf.org/viaf/6047152502855410800005",,"<<W. G. Browne's>> Reisen in Afrika, Aegypten und Syrien in den Jahren 1792 bis 1798 $ Aus dem Englischen. Mit Anmerkungen des Uebersetzers und mit Kupfern und Charten",,,Leipzig und Gera,Leipzig ; http://d-nb.info/gnd/4035206-7 .- Gera ; http://d-nb.info/gnd/4020295-1,,bei Wilhelm Heinsius,"Heinsius, Wilhelm ; http://d-nb.info/gnd/116673451",,1800,1800,"XXXVIII Seiten, 2 ungezählte Seiten, 701 Seiten, 2 ungezählte Blätter Bildtafeln, 2 ungezählte gefaltete Blätter Karten","2 Illustrationen, 2 Karten",2,2,8°,"Die Illustrationen umfassen 1 Kupferstich-Illustration als Frontispiz, 1 Plan, 2 Kupferstich-Karten. - Tabellen ; Fußnoten","Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann, 119 ; Kainbacher, Erforschung Afrikas. - Auch als Teil der Reihe ""Bibliothek der neuesten und wichtigsten Reisebeschreibungen zur Erweiterung der Erdkunde"" erschienen","Seite [III]-XXI: Vorrede des Verfassers. - Seite [XXIII]-XXX: Vorrede des Übersetzers (Anonym), Datum Leipzig 16.04.1800",,ger,eng,Aus dem Englischen übersetzt,,,,,,,,,,Reisebericht,,,Afrika ; Reise ; Reise ; Syrien ; Naher Osten ; Nordafrika ; Geschichte 1792-1798 ; Osmanisches Reich,TravelogueD19 Afrika Asien ; TravelogueD19 Orient,,24.Z.19 PRUNK,ZALT,
AC09742461,AC09742461,990028960960603338,http://data.onb.ac.at/ABO/%2BZ168493404,Z168493404,"Brun, Friederike ; http://d-nb.info/gnd/118516051",,,"Briefe aus Rom, geschrieben in den Jahren 1808, 1809, 1810. $ Über Verfolgung, Gefangenschaft und Entführung des Pabstes Pius VII. $ Von Friedrike Brun, gebohrne Münter",,"Neue, mit dem Bildnisse des Pabstes vermehrte Ausgabe",Dresden,Dresden ; http://d-nb.info/gnd/4012995-0,,in der Arnoldischen Buchhandlung,Arnoldische Buchhandlung ; http://d-nb.info/gnd/16051016-8,,1820,1820,"117 Seiten, 3 ungezählte Seiten, 1 ungezähltes Blatt Bildtafel",1 Illustration,1,,8°,Die Illustration ist ein Porträt als Frontispiz,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Tresoldi, 75 (Erste Ausgabe 1816)","Enthält am Ende 3 ungezählte Seiten Verlagsprogramm, Datum 1816",,ger,,,,,,,,,,,,Briefsammlung ; Reisebericht,,,Pius ; Festnahme ; Reise ; Italien ; Rom ; Geschichte 1808-1810,TravelogueD19 Europa,,19.W.53 PRUNK,ZALT,
AC09742467,AC09742467,990028961030603338,http://data.onb.ac.at/ABO/%2BZ166767100,Z166767100,"Brun, Friederike ; http://d-nb.info/gnd/118516051",,,"Tagebuch einer Reise durch die östliche, südliche und italienische Schweiz $ ausgearbeitet in den Jahren 1798 und 1799 $ von Friederike Brun geb. Münter",,,Kopenhagen,Kopenhagen ; http://d-nb.info/gnd/4032399-7,,Bey Friedrich Brummer,"Brummer, Johann Christian Friedrich ; http://d-nb.info/gnd/1013961056",,1800,1800,"IV Seiten, 2 ungezählte Seiten, 540 Seiten, 4 ungezählte Seiten Bildtafeln",4 Illustrationen,4,,8°,Die Illustrationen sind 3 Kupferstichillustrationen und ein gestochenes Frontispiz,Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann 923,"Vorrede der Verfasserin, Datum Sophienholm 05.07.1799",,ger,,,,,,,,,"Darnstedt, Johann Adolph ; http://d-nb.info/gnd/119181797",,,Reisebericht,,,Reise ; Schweiz ; Geschichte 1798-1799,TravelogueD19 Europa,,253582-B MAG,ZFID,
AC09744990,AC09744990,990028986880603338,http://data.onb.ac.at/ABO/%2BZ184369103,Z184369103,"Buchner, Andreas ; http://d-nb.info/gnd/138305277",,,Reise Auf Der Teufels-Mauer $ Eine Untersuchung Über Die Überbleibsel Der Römischen Schutz-Anstalten Im Jenseits Der Donau Gelegenen Rhaetien. Nebst Einer Abhandlung Über Den Carl Kanal. Bruchstücke aus der baierischen Geschichte des k. b. Lyceal-Professors zu Regensburg J. Andreas Buchner. Mit dazu gehöriger Karte und Plan,,,Regensburg,Regensburg ; http://d-nb.info/gnd/4048989-9,Regensburg ; http://d-nb.info/gnd/4048989-9,In Commission der Montag-Weissische Buchhandlung ; gedruckt mit Schaupp'schen Schriften,Montag und Weiß ; http://d-nb.info/gnd/6145785-1,"Schaupp, Lorenz Stephan ; http://d-nb.info/gnd/1037653335",1818,1818,"4 ungezählte Seiten, 104 Seiten, 1 ungezähltes gefaltetes Blatt Karte",1 Karte,,1,8°,1 Kupferstich-Karte,,,,ger,,,,,,,,,,,,,,,Limes ; Aufsatzsammlung,TravelogueD19 Europa,,39.Z.14 PRUNK,ZALT,
AC09747128,AC09747128,990029008570603338,http://data.onb.ac.at/ABO/%2BZ175299509,Z175299509,"Büsching, Johann Gustav Gottlieb ; http://d-nb.info/gnd/117144398",,,"Reise durch einige Münster und Kirchen des nördlichen Deutschlands im Spätjahr 1817 $ Von Johann Gustav Büsching, Professor an der Universität zu Breslau. Mit Kupfern und Holzschnitten",,,Leipzig,,,bei Johann Friedrich Hartknoch,,,1819,1819,"VIII, 478 Seiten, 2 ungezählte Seiten, 4 ungezählte gefaltete Blätter Bildtafeln",10 Illustrationen,10,,8°,Die Illustrationen sind 4 Kupferstich-Illustrationen und 10 Holzschnitt-Illustrationen und Diagramme im Text,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann, 430","Seite [III]-VIII: Vorbericht des Verfassers, Datum Breslau 03.1819",,ger,,,,,,,,,,,,Reisebericht,,,Reise ; Norddeutschland ; Kirche ; Geschichte 1817,TravelogueD19 Europa,,36.Mm.20 PRUNK,ZALT,
AC09748782,AC09748782,990029025400603338,http://data.onb.ac.at/ABO/%2BZ204830205,Z204830205,"Bundschue, Johann von Gott ; http://d-nb.info/gnd/100063462",,,"Reise auf der Donau von Ulm nach Wien, und von da über Salzburg und durch das nördliche Tirol nach Kempten, $ gemacht im September und Oktober 1814 $ von Johann Gott von Bundschue, Professor der Mathematik und der Naturwissenschaften an dem königl. baier. Gymnasium zu Kempten, wie auch korrespondirendem Mitgliede der allgemeinen kammeralistisch=ökonomischen Gesellschaft zu Erlangen, un ordentlichem Mitgliede des landwirthschaftlichen Vereins zu Baiern",,,Kempten,Kempten (Allgäu) ; http://d-nb.info/gnd/4030234-9,Kempten (Allgäu) ; http://d-nb.info/gnd/4030234-9,gedruckt bei Dannheimer,Verlag Tobias Dannheimer ; http://d-nb.info/gnd/16045875-4,Verlag Tobias Dannheimer ; http://d-nb.info/gnd/16045875-4,1815,1815,"XXXVI, 324 Seiten",,,,8°,Kein illustrierender Inhalt. - Zierleisten im Text,"Seite [III]-VIII: Widmung des Verfassers an Ferdinand Oskar Mahir, Datum Kempten 01.06.1815",,,ger,,In Fraktur,,,,,,,,"Bundschue, Johann von Gott ; http://d-nb.info/gnd/100063462","Mahir, Ferdinand Oskar",Reisebericht,,,Bayern ; Reise ; Österreich ; Geschichte 1814,TravelogueD19 Europa,,27.Ll.151 PRUNK,ZALT,
AC09771730,AC09771730,990029260630603338,http://data.onb.ac.at/ABO/%2BZ178362802,Z178362802,"Chateaubriand, François-René <<de>> ; http://d-nb.info/gnd/118520237","Souvenirs d'ITalie, d'Angleterre et d'Amerique ; 1816",,"Erinnerungen aus Jtalien, England und Amerika $ von F. A. von Chateaubriand. Aus dem Französischen übersetzt von W. A. Lindau",,,Dresden,Dresden ; http://d-nb.info/gnd/4012995-0,,bei P. G. Hilscher,"Hilscher, Paul Gottlob ; http://d-nb.info/gnd/1073374289",,1816,1816,"VIII, 183 Seiten",,,,8°,Kein illustrierender Inhalt,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann, 602",,,ger,fre,Aus dem Französischen übersetzt,,,,"Lindau, Wilhelm Adolf ; http://d-nb.info/gnd/120790009",,,,,,Reisebericht ; Reisebericht,,,Nordamerika ; Reise ; Geschichte 1791 ; England ; Reise ; Geschichte 1793-1800 ; Italien ; Reise ; Geschichte 1803-,TravelogueD19 Europa Nordamerika,,47.Ll.5 PRUNK,ZALT,
