Systemnummer,MMS-ID,Volltext,Barcode,Verfasser ; GND-ID,Werktitel,Reihentitel ; Bandzählung,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe,Bandzählung ; Titel des Bandes,Ausgabe,Verlagsort,Verlagsort normiert ; GND-ID,Druckort normiert ; GND-ID,Verleger und Drucker,Verleger normiert ; GND-ID,Drucker ; GND-ID,Erscheinungsjahr,Erscheinungsjahr Sortierform,Kollation,Illustrationen,Anzahl Illustrationen,Anzahl Karten,Illustrationen not dig,Foldouts,Foldouts not dig,Karten not dig,Kommentar,Format,Anm. zu Illustrationen,Bibliografie,Anmerkungen,Anm. zu Kollation,Sprache,Originalsprache,Bemerkung zur Sprache,Standardnummer,Weitere Verfasser ; GND-ID,Herausgeber ; GND-ID,Übersetzer ; GND-ID,Beiträger ; GND-ID,Weitere Beteiligte ; GND-ID,Illustratoren ; GND-ID,Widmender ; GND-ID,Widmungsempfänger ; GND-ID,Art des Inhalts,Inhalt,Werke in Relation,Schlagworte,Marker,Zusammenstellung,Signatur,Standort,VD17
AC15228085,9958526868603338,http://data.onb.ac.at/ABO/%2BZ164596806,Z164596806,"Uffenbach, Zacharias Konrad <<von>> ; http://d-nb.info/gnd/118803107","Merkwürdige Reisen durch Niedersachsen, Holland und Engelland",,"<<Herrn Zacharias Conrad von Uffenbach>> Merkwürdige Reisen durch Niedersachsen, Holland und Engelland",Erster Theil ; Mit Kupfern,,Franckfurt und Leipzig,Leipzig ; http://d-nb.info/gnd/4035206-7 .- Frankfurt am Main ; http://d-nb.info/gnd/4018118-2,,,,,1753,1753,"12 ungezählte Seiten, CLXXXVI, 544 Seiten, 1 ungezähltes Blatt Bildtafel, 27 gefaltete Blätter",30 Illustrationen,30,,27,27,27,0,0,8°,"Die Illustrationen sind 1 illustrierender Titel-Kupfer (gestochen von Andreas Fridrich), 1 Kupferstich-Porträt des Verfassers Zacharias Konrad von Uffenbach als Frontispiz, 27 Kupferstich-Illustrationen (teilweise mit Plänen), 1 Holzschnitt-Illustration im Text. -  Holzschnitt-Vignetten ; Initialen",Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin. - Frankfurt und Leipzig sind Messorte,"Ungezählte Seite 3-8: Widmungsvorrede an Johann Friedrich Uffenbach von Johann Georg Schelhorn, Datum Memmingen 14.02.1753. - Ungezählte Seite 9-12: Vorrede, Datum Memmingen 24.02.1753","Signaturformel: )(8, a-l8, m6, A-Z8, Aa-Ll8",ger,,,,,,,"Schelhorn, Johann Georg ; http://d-nb.info/gnd/119462761",,"Fridrich, Andreas","Uffenbach, Zacharias Konrad <<von>> ; http://d-nb.info/gnd/118803107","Uffenbach, Johann Friedrich <<von>> ; http://d-nb.info/gnd/102418500",Reisebericht,,,England ; Reise ; Geschichte 1709-1711 ; Holland ; Reise ; Geschichte 1709-1711 ; Niedersachsen ; Reise ; Geschichte 1709-1711,TravelogueD18 Europa,,48.L.11.(Vol.1) PRUNK,ZALT,
AC02343269,990001375070603338,http://data.onb.ac.at/ABO/%2BZ24420603,Z24420603,"Kalm, Pehr ; http://d-nb.info/gnd/119166615",Resa til Norra America ; 1753-1761 ; http://viaf.org/viaf/307974826,Sammlung neuer und merkwürdiger Reisen zu Wasser und zu Lande ; Neunter Theil,"<<Des Herren Peter Kalms Professors der Haushaltungskunst in Aobo, und Mitgliedes der königlichen schwedischen Akademie der Wissenschaften>> Beschreibung der Reise, die er nach dem nördlichen Amerika auf den Befehl gedachter Akademie und öffentliche Kosten unternommen hat $ Eine Uebersetzung [aus dem Schwedischen von Johann Andreas Murray]",Der erste Theil,,Göttingen,Göttingen ; http://d-nb.info/gnd/4021477-1,Göttingen ; http://d-nb.info/gnd/4021477-1,im Verlage der Wittwe Abrams Vandenhoek,"Vandenhoeck, Anna ; http://d-nb.info/gnd/118997955 .- Universitäts-Buchhandlung ; http://d-nb.info/gnd/6145925-2","Vandenhoeck, Anna ; http://d-nb.info/gnd/118997955 .- Universitäts-Buchhandlung ; http://d-nb.info/gnd/6145925-2",1754,1754,"14 ungezählte Seiten, 568 Seiten, V gefaltete Blätter Bildtafeln",5 Illustrationen,5,,0,5,0,0,Foldouts digitalisiert,8°,Die Illustrationen sind 5 Kupferstichillustrationen. - Holzschnitt-Vignetten auf dem Titelblatt und im Text ; Tabellen,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Griep, Reiseliteratur und Geographica, 0678 ; Sabin, 36987 ; Engelmann 218 ; Stuck I, 741",,,ger,swe,Aus dem Schwedischen übersetzt,,,,"Murray, Johann Andreas ; http://d-nb.info/gnd/117187658",,,,,,Reisebericht,,,Forschungsreise ; Schweden ; Norwegen ; England ; Geschichte 1747-,TravelogueD18 Nordamerika,,361900-B.9 MAG .- 361.900-B.Kar- UNASSIGNED,ZKAR ; ZKAR,
AC11077200,990043989020603338,http://data.onb.ac.at/ABO/%2BZ156041307,Z156041307,"Hanway, Jonas ; http://d-nb.info/gnd/118839462","<<An>> Historical Account of the British Trade over the Caspian Sea, With a Journal of Travels From London Through Russia Inta Persia ; 1753 ; http://viaf.org/viaf/312525393",,"<<Herrn Jonas Hanway>> zuverläßige Beschreibung seiner Reisen, von London durch Rußland und Persien; und wieder zurück durch Rußland, Deutschland und Holland, in den Jahren von 1742 bis 1750: $ worinnen die Großbritannische Handlung über die Caspische See, und überhaupt das Handlungswesen von Rußland, Persien, von der Tartarey, Türkey, von Armenien, China etc. mit den benachbarten und entfernten Nationen umständlich beschrieben; Wie auch das Merkwürdigste von den Reichen, Provinzen und Städten durch welche der Verfasser gereiset ist, und von der Lebensart, Landesbeschaffenheit, den Sitten, der Religion und den Gemüthsneigungen der Perser, Kosacken, Kalmucken, und anderer tartarischen Völker, aus langer Erfahrung ausführlich erzählet wird. Nebst einer unparteyischen Historie des großen Eroberers Nadir Kuli oder Kuli Chans, und aller Staatsveränderungen und Rebellionen, welche in diesem Jahrhunderte in Persien vorgefallen sind. Aus dem Englischen übersetzt. Mit vielen Landcharten nach den neuesten geographischen Beobachtungen und andern Kupfern",[1],,Hamburg und Leipzig,Hamburg ; http://d-nb.info/gnd/4023118-5 .- Leipzig ; http://d-nb.info/gnd/4035206-7,Hamburg ; http://d-nb.info/gnd/4023118-5 .- Leipzig ; http://d-nb.info/gnd/4035206-7,bey Georg Christian Grund und Adam Heinrich Holle,"Grund, Georg Christian ; http://d-nb.info/gnd/143890182 .- Holle, Adam Heinrich ; http://d-nb.info/gnd/1037496191","Grund, Georg Christian ; http://d-nb.info/gnd/143890182 .- Holle, Adam Heinrich ; http://d-nb.info/gnd/1037496191",1754,1754,"12 ungezählte Seiten, 480 Seiten, 16 ungezählte Seiten, 6 gefaltete Blätter","13 Illustrationen, 6 Karten",13,6,1,7,7,6,,4°,"Die Illustrationen sind 1 gestochenes Frontispiz (gestochen und signiert von C. Fritzsch, Hamburg 1754), 6 gestochene Karten, 3 Kupferstichillustrationen (gestochen und signiert von C. Fritzsch und F. N. Rolffsen), 9 illustrierende Kupferstich-Vignetten (gestochen und signiert von C. Fritzsch). - Holzschnitt-Vignetten und Initialen im Text","Bibliografischer Nachweis: Griep, Reiseliteratur und Geographica, 0562 ; Bibliografie Reiseliteratur Eutin ; Stuck I, 637. - Werktitel nach Bibliografie Reiseliteratur Eutin","Ungezählte Seite 3-4: Druckprivileg für Kaiser Franz I., gezeichnet von Matthias Wilhelm von Haan. - Ungezählte Seite 5-12: Vorbericht des Verfassers",,ger,eng,Aus dem Englischen übersetzt,,,,,,,"Martini, David Johann ; http://d-nb.info/gnd/134113012 .- Rolffsen, Franz Nikolaus ; http://d-nb.info/gnd/130046809 .- Fritsch, Christian ; http://d-nb.info/gnd/130126004",,,Reisebericht,,,Reise ; Geschichte 1742-1750 ; Russland ; Iran ; Orient ; Handel,TravelogueD18 Orient ; TravelogueD18 Europa Asien,,*48.F.28.29.(Vol.1) PRUNK,ZALT,
AC11640580,990045109080603338,http://data.onb.ac.at/ABO/%2BZ176747307,Z176747307,"Pococke, Richard ; http://d-nb.info/gnd/11768757X","<<A>> description of the East, and some other countries ; 1743-1745 ; http://viaf.org/viaf/23146462712527772442",,<<Richard Pocockes Der Rechten Doctors und der Königl. Grosbrit. Gesellsch. der Wissensch. wie auch der Gesellsch. der Alterthümerforscher zu Londen Mitgliedes.>> Beschreibung des Morgenlandes und einiger anderer Länder $ Aus dem Englischen übersetzet durch Christian Ernst von Windheim öffentlichen ordentlichen Lehrer der Weltweisheit auf der Friederichs Hohenschule zu Erlangen und von Sr. Hochwürden dem Herrn Canzler von Mosheim mit einer Vorrede versehen,Der erste Theil von Egypten,,Erlangen,Erlangen ; http://d-nb.info/gnd/4015299-6 .- Leipzig ; http://d-nb.info/gnd/4035206-7,,Jm Verlage  des Stiftshauses,Verlag des Stiftshauses ; http://d-nb.info/gnd/6147161-6,,1754,1754,"26 ungezählte Seiten, 457, das heißt 447 Seiten, 1 ungezählte Seite, LXXVI, das heißt 75 teilweise gefaltete Blätter, 1 ungezähltes Blatt Bildtafel, 2 mehrfach gefaltete Blätter Karten","76 Illustrationen, 3 Karten",76,3,11,14,14,3,0,4°,"Die Illustrationen sind 1 illustrierender Kupfertitel als Frontispiz, 2 Kupferstich-Karten, 75 Kupferstichillustrationen und Pläne. - Holzschnitt-Vignetten, Zierleisten und Initialen im Text ; Gedruckte Marginalien","Bibliografischer Nachweis: VD18 9060363X ; Bibliografie Reiseliteratur Eutin ; Chatzipanagioti-Sangmeister, 0830","Ungezählte Seite 3-6: Vorrede an die Leser. - Vorrede des Übersetzers Christian Ernst von Windheim, Datum Erlangen 03.1754. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Erlangen Jm Verlage des Stiftshauses, und in Leipzig zu finden bei Johann Carl Tetzschnern Universitäts=Buchdr. aus Erlangen. 1754.","Signaturformel: )(3, )(4, )()(4, )()()(2, A-Z4, Aa-Zz4, Aaa-Kkk4 ; Fehler in der Paginierung: Die Seitenzählung springt von Seite 120 auf Seite 131",ger,eng,Aus dem Englischen übersetzt,VD18 9060363X,,,"Windheim, Christian Ernst <<von>> ; http://d-nb.info/gnd/115445471","Mosheim, Johann Lorenz <<von>> ; http://d-nb.info/gnd/118737147",,,,,Reisebericht,,,Reise ; Ägypten ; Geschichte 1737/1738-1740 ; Orient,TravelogueD18 Afrika ; TravelogueD18 Orient,,209230-C MAG,ZALT,VD18 9060363X
AC09954400,990031129550603338,http://data.onb.ac.at/ABO/%2BZ202931602,Z202931602,"Heiden, Frans J. <<van der>> ; http://d-nb.info/gnd/124772285",Vervarelyke Schipbreuk van't Oost-Indisch Jachter Schelling ; 1676,,"Gefährlicher Schiff=Bruch, des Ostindischen Jagdschiffes, der Schelling $ [Frans J. van der Heiden]",,,Franckfurth und Leipzig,Leipzig ; http://d-nb.info/gnd/4035206-7 .- Frankfurt am Main ; http://d-nb.info/gnd/4018118-2,,,,,1755,1755,"8 ungezählte Seiten, 148 Seiten, 12 ungezählte Blätter Bildtafeln",13 Illustrationen,13,,0,0,0,0,0,8°,Die Illustrationen umfassen 11 Kupferstichillustrationen und 1 illustrierenden Titelkupfer. - Holzschnitt-Vignetten im Text,Bibliografischer Nachweis: VD18 10353399. - Verfasser bibliografisch ermittelt,Ungezählte Seite 3-6: Vorbericht des Verlegers an den Leser,,ger,dut,,VD18 10353399,,,,,,,,,Reisebericht,,,Ostindien ; Reise ; Geschichte 1660-1661 ; Terschelling ; Schiffsreise,TravelogueD18 Asien,,BE.6.W.45* PRUNK,ZALT,VD18 10353399
AC10914895,990043687920603338,http://data.onb.ac.at/ABO/%2BZ167680907,Z167680907,,"Allerhand So Lehr- als Geist-reiche Brief, Schrifften und Reis-Beschreibungen, welche von denen Missionariis der Gesellschaft Jesu aus beyden Indien, und andern über Meer gelegenen Ländern ... angelangt seynd",,"Allerhand So Lehr= als Geistreiche Brief, Schriften Und Reise=Beschreibungen, Welche von denen Missionariis Der Gesellschaft Jesu Aus Beyden Jndien, Und anderen Uber Meer gelegenen Ländern, Meistentheils Von A. 1730. bis 1740. in Europa angelanget seynd. Aus Hand=schriftlichen Urkunden, Und anderen bewerthen Nachrichten $ Zusammengetragen Von Francisco Keller, Einem Priester derselbigen Gesellschaft",Neun und zwanzigster Theil,,Wien in Oesterreich,Wien ; http://d-nb.info/gnd/4066009-6,Wien ; http://d-nb.info/gnd/4066009-6,Gedruckt/ und zu finden bey Leopold Johann Kaliwoda/ auf dem Dominicaner=Plaz in seinem Buch=Gewölb,"Kaliwoda, Leopold Johann ; http://d-nb.info/gnd/1037496655","Kaliwoda, Leopold Johann ; http://d-nb.info/gnd/1037496655",1755,1755,"10 ungezählte Seiten, 154 Seiten",,,,0,0,0,0,0,2°,Kein illustrierender Inhalt. - Titelblatt in Rot- und Schwarzdruck ; Holzschnitt-Vignetten ; Zierleisten ; Initialen ; Text zweispaltig gedruckt,"Zusammenstellung von Briefen von Missionen aus Südamerika, Nordamerika und den Philippinischen Inseln",Gesamttitelblatt für Band 4: Des neuen Welt-Botts Tomus IV. Anderte Halbscheid den XXIX. XXX. XXXI. und XXXII.ten Theil in sich enthaltend. - Ungezählte Seite 5-6: Vorrede des Zusammenstellers Franciscus Keller,,ger,mul,Enthält Expressionen von aus verschiedenen Sprachen übersetzten Werken,,,"Keller, Franciscus ; http://d-nb.info/gnd/1055205101",,,,,,,Briefsammlung,,,Mission ; Jesuiten ; Südamerika ; Nordamerika ; Philippinen ; Geschichte 1730-1740,TravelogueD18 Nordamerika Südamerika Asien,Zusammenstellung: mit übergeordnetem Titel von mehreren Akteuren,"79.Bb.89.(Vol.5,5) PRUNK .- 79.Bb.89 UNASSIGNED",ZALT ; ZALT,
AC10914920,990043687940603338,http://data.onb.ac.at/ABO/%2BZ167681006,Z167681006,,"Allerhand So Lehr- als Geist-reiche Brief, Schrifften und Reis-Beschreibungen, welche von denen Missionariis der Gesellschaft Jesu aus beyden Indien, und andern über Meer gelegenen Ländern ... angelangt seynd",,"Allerhand So Lehr= als Geistreiche Brief, Schriften Und Reise=Beschreibungen, Welche von denen Missionariis Der Gesellschaft Jesu Aus Beyden Jndien, Und anderen Uber Meer gelegenen Ländern, Meistentheils Von A. 1730. bis 1740. in Europa angelanget seynd. Aus Hand=schriftlichen Urkunden, Und anderen bewerthen Nachrichten $ Zusammengetragen Von Francisco Keller, Einem Priester derselbigen Gesellschaft",Dreyssigster Theil,,Wien in Oesterreich,Wien ; http://d-nb.info/gnd/4066009-6,Wien ; http://d-nb.info/gnd/4066009-6,"Gedruckt und zu finden bey Leopold Johann Kaliwoda, auf dem Dominicaner=Plaz in seinem Buch=Gewölb","Kaliwoda, Leopold Johann ; http://d-nb.info/gnd/1037496655","Kaliwoda, Leopold Johann ; http://d-nb.info/gnd/1037496655",1755,1755,"6 ungezählte Seiten, 135 Seiten, 1 ungezähltes gefaltetes Blatt Karte",1 Karte,,1,0,1,1,1,0,2°,1 Kupferstich-Karte (gestochen von J. J. Lidl). - Holzschnitt-Vignetten ; Zierleisten ; Initialen ; Text zweispaltig gedruckt,Zusammenstellung von 22 Briefen zu Missionen aus China,Gesamttitelblatt für Bund 4: Des neuen Welt-Botts Tomus IV. Anderte Halbscheid den XXIX. XXX. XXXI. und XXXII.ten Theil in sich enthaltend,,ger,mul,Enthält Expressionen von aus verschiedenen Sprachen übersetzten Werken,,,"Keller, Franciscus ; http://d-nb.info/gnd/1055205101",,,,,,,Briefsammlung,,,Mission ; Jesuiten ; China ; Geschichte 1730-1740,TravelogueD18 Asien,Zusammenstellung: mit übergeordnetem Titel von mehreren Akteuren,"79.Bb.89.(Vol.5,6) PRUNK .- 79.Bb.89 UNASSIGNED",ZALT ; ZALT,
AC10914930,990043687950603338,http://data.onb.ac.at/ABO/%2BZ167681109,Z167681109,,"Allerhand So Lehr- als Geist-reiche Brief, Schrifften und Reis-Beschreibungen, welche von denen Missionariis der Gesellschaft Jesu aus beyden Indien, und andern über Meer gelegenen Ländern ... angelangt seynd",,"Allerhand So Lehr= als Geistreiche Brief, Schriften Und Reise=Beschreibungen, Welche von denen Missionariis Der Gesellschaft Jesu Aus Beyden Jndien, Und anderen Uber Meer gelegenen Ländern, Meistentheils Von A. 1730. bis 1740. in Europa angelanget seynd. Aus Hand=schriftlichen Urkunden, Und anderen bewerthen Nachrichten $ Zusammengetragen Von Francisco Keller, Einem Priester derselbigen Gesellschaft",Ein und dreyssigster Theil,,Wien in Oesterreich,Wien ; http://d-nb.info/gnd/4066009-6,Wien ; http://d-nb.info/gnd/4066009-6,"Gedruckt und zu finden bey Leopold Johann Kaliwoda, auf dem Dominicaner=Plaz in seinem Buch=Gewölb","Kaliwoda, Leopold Johann ; http://d-nb.info/gnd/1037496655","Kaliwoda, Leopold Johann ; http://d-nb.info/gnd/1037496655",1759,1755,"6 ungezählte Seiten, 119 Seiten, 1 ungezähltes Blatt Bildtafel",1 Illustration,1,,0,0,0,0,0,2°,1 Kupferstich-Illustration (gestochen von J. C. Winkler). - Holzschnitt-Vignetten ; Zierleisten ; Initialen ; Text zweispaltig gedruckt,"Zusammenstellung von 28 Briefen zu Missionen aus Ost-Indien (Mogor, Madura, Malabar, Carnate)",Gesamttitelblatt für Band 4: Des neuen Welt-Botts Tomus IV. Anderte Halbscheid den XXIX. XXX. XXXI. und XXXII.ten Theil in sich enthalten. - Ungezählte Seite 3: Vorrede des Zusammenstellers Franciscus Keller,,ger,mul,Enthält Expressionen von aus verschiedenen Sprachen übersetzten Werken,,,"Keller, Franciscus ; http://d-nb.info/gnd/1055205101",,,,,,,Briefsammlung,,,Mission ; Jesuiten ; Indien ; Ostindien ; Geschichte 1730-1740 circa,TravelogueD18 Asien,Zusammenstellung: mit übergeordnetem Titel von mehreren Akteuren,"79.Bb.89.(Vol.5,7) PRUNK .- 79.Bb.89 UNASSIGNED",ZALT ; ZALT,
AC10914940,990043687960603338,http://data.onb.ac.at/ABO/%2BZ167681201,Z167681201,,"Allerhand So Lehr- als Geist-reiche Brief, Schrifften und Reis-Beschreibungen, welche von denen Missionariis der Gesellschaft Jesu aus beyden Indien, und andern über Meer gelegenen Ländern ... angelangt seynd",,"Allerhand So Lehr= als Geistreiche Brief, Schriften Und Reise=Beschreibungen, Welche von denen Missionariis Der Gesellschaft Jesu Aus Beyden Jndien, Und anderen Uber Meer gelegenen Ländern, Meistentheils Von A. 1730. bis 1740. in Europa angelanget seynd. Aus Hand=schriftlichen Urkunden, Und anderen bewerthen Nachrichten $ Zusammengetragen Von Francisco Keller, Einem Priester derselbigen Gesellschaft",Zwey und dreyssigster Theil,,Wien in Oesterreich,Wien ; http://d-nb.info/gnd/4066009-6,Wien ; http://d-nb.info/gnd/4066009-6,"Gedruckt und zu finden bey Leopold Johann Kaliwoda, auf dem Dominicaner=Plaz in seinem Buch=Gewölb","Kaliwoda, Leopold Johann ; http://d-nb.info/gnd/1037496655","Kaliwoda, Leopold Johann ; http://d-nb.info/gnd/1037496655",1755,1755,"6 ungezählte Seiten, 130 Seiten, 14 ungezählte Seiten, 2 ungezählte Seiten",,,,0,0,0,0,0,2°,Kein illustrierender Inhalt. - Holzschnitt-Vignetten ; Zierleisten ; Initialen ; Text zweispaltig gedruckt ; Tabellen,Zusammenstellung von 18 Briefen zu Missionen in China und Südamerika,Gesamttitelblatt für Bund 4: Des neuen Welt-Botts Tomus IV. Anderte Halbscheid den XXIX. XXX. XXXI. und XXXII.ten Theil in sich enthaltend. - Ungezählte Seite 3-4: Vorrede des Zusammenstellers Franciscus Keller,,ger,mul,Enthält Expressionen von aus mehreren Sprachen übersetzten Werken,,,"Keller, Franciscus ; http://d-nb.info/gnd/1055205101",,,,,,,Briefsammlung,,,Mission ; Jesuiten ; China ; Südamerika ; Geschichte 1730-1740 circa,TravelogueD18 Asien,Zusammenstellung: mit übergeordnetem Titel von mehreren Akteuren,"79.Bb.89.(Vol.5,8) PRUNK .- 79.Bb.89 UNASSIGNED",ZALT ; ZALT,
AC10073820,990032347810603338,http://data.onb.ac.at/ABO/%2BZ176615701,Z176615701,"Linné, Carl <<von>> ; http://d-nb.info/gnd/118573349",,,"<<Herrn Carl Linnäi, Archiatri Regii & Medicinae Professoris Upsal.>> Versuche einer Natur=Kunst- und Oeconomie Historie, von einigen Schwedischen Provinzien, $ nach eigener Untersuchung zum Drucke befördert",,,Leipzig und Stockholm,Leipzig ; http://d-nb.info/gnd/4035206-7 .- Stockholm ; http://d-nb.info/gnd/4057648-6,,bey Gottfried Kiesewetter,"Kiesewetter, Gottfried ; http://d-nb.info/gnd/1037504240",,1756,1756,"32 ungezählte Seiten, 336 Seiten, 1 ungezähltes gefaltetes Blatt Karte",1 Karte,,1,0,1,1,1,0,8°,1 Kupferstich-Karte. - Kupferstichvignette auf dem Titelblatt ; Holzschnitt-Vignetten und Zierleisten im Text,Beruht auf den Reisen des Verfassers durch Schweden,"Ungezählte Seite 3-8: Widmungsvorrede des Übersetzers und Herausgebers Carl Ernst Klein an Karl Friedrich Piper, Datum Stockholm 21.03.1755. - Ungezählte Seite 9-19: Vorrede des Übersetzers, Datum Stockholm 21.03.1755",,ger,swe,,,,"Klein, Carl Ernst ; http://d-nb.info/gnd/130544310","Klein, Carl Ernst ; http://d-nb.info/gnd/130544310",,,,"Klein, Carl Ernst ; http://d-nb.info/gnd/130544310","Piper, Carl Friedrich ; http://d-nb.info/gnd/1168674913",,,,Schweden ; Landeskunde ; Kunst ; Geschichte ; Schweden ; Natur ; Geschichte ; Schweden,TravelogueD18 Europa,,*44.Mm.57 PRUNK,ZALT,
AC07884202,9958563976203338,http://data.onb.ac.at/ABO/%2BZ25540750X,Z25540750X,"Cattaneo, Gaetano ; http://d-nb.info/gnd/120669293","Lettres Gaetan Cattaneo à Joseph Cattaneo, son frère",,"Briefe des Hochehrwürdigen Vaters Cajetans Cattaneo, Missionarius der Gesellschaft Jesu, an den Herrn Cattaneo seinem Bruder $ Nach der französischen Uebersetzung",,,"Wien, Prag und Triest",Wien ; http://d-nb.info/gnd/4066009-6 .- Triest ; http://d-nb.info/gnd/4078411-3 .- Prag ; http://d-nb.info/gnd/4076310-9,Wien ; http://d-nb.info/gnd/4066009-6,gedruckt und verlegt bey Joh. Thomas Trattnern,"Trattner, Johann Thomas <<von>> ; http://d-nb.info/gnd/118760726","Trattner, Johann Thomas <<von>> ; http://d-nb.info/gnd/118760726",1756,1756,88 Seiten,,,,0,0,0,0,0,8°,Kein illustrierender Inhalt. - Holzschnitt-Vignetten,"Bibliografischer Nachweis: KVK, SBB Berlin","Vorlageform der Veröffentlichungsangabe Wien, Prag und Triest, gedruckt und verlegt bey Joh. Thomas Trattnern, kaiserl. königl. Hofbuchdr. und Buchhändlern 1756",,ger,fre,Aus dem Französischen übersetzt,,,,,,,,,,Briefsammlung,,,Paraguay ; Jesuitenstaat,TravelogueD18 Südamerika,,247170-B.Adl.2 MAG,ZKAR,
AC02343270,990001375080603338,http://data.onb.ac.at/ABO/%2BZ24420706,Z24420706,"Kalm, Pehr ; http://d-nb.info/gnd/119166615",Resa til Norra America ; 1753-1761 ; http://viaf.org/viaf/307974826,Sammlung neuer und merkwürdiger Reisen zu Wasser und zu Lande ; Zehenter Theil,"<<Des Herren Peter Kalms Professors der Haushaltungskunst in Aobo, und Mitgliedes der könglichen Schwedischen Akademie der Wissenschaften>> Beschreibung der Reise, die er nach dem nördlichen Amerika auf den Befehl gedachter Akademie und öffentliche Kosten unternommen hat $ Eine Uebersetzung [aus dem Schwedischen von Johann Andreas Murray]",Der zweite Theil,,Göttingen,Göttingen ; http://d-nb.info/gnd/4021477-1,Göttingen ; http://d-nb.info/gnd/4021477-1,im Verlage der Wittwe Abrams Vandenhoek,"Universitäts-Buchhandlung ; http://d-nb.info/gnd/6145925-2 .- Vandenhoeck, Anna ; http://d-nb.info/gnd/118997955","Universitäts-Buchhandlung ; http://d-nb.info/gnd/6145925-2 .- Vandenhoeck, Anna ; http://d-nb.info/gnd/118997955",1757,1757,"4 ungezählte Seiten, 592 Seiten, II Blätter Bildtafeln",2 Illustrationen,2,,2,2,2,0,0,8°,Die Illustrationen sind 2 Kupferstichillustrationen. - Holzschnitt-Vignetten auf dem Titelblatt und im Text ; Fußnoten ; Tabellen,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Griep, Reiseliteratur und Geographica, 0678 ; Sabin, 36987 ; Engelmann 218 ; Stuck I, 741","Vorlageform der Veröffentlichungsangabe auf dem Titelblatt mit Privileg: Unter dem Königlichen Polnischen und Churfürstl. Sächsischen allergnädigsten Privilegio. Göttingen im Verlage der Wittwe Abrams Vandenhoek, 1757.",,ger,swe,Aus dem Schwedischen übersetzt,,,,"Murray, Johann Andreas ; http://d-nb.info/gnd/117187658",,,,,,Reisebericht,,,Forschungsreise ; England ; Nordamerika ; Geschichte 1748-1750,TravelogueD18 Nordamerika,,361900-B.10 MAG .- 361.900-B.Kar- UNASSIGNED,ZKAR ; ZKAR,
AC09658946,990028106430603338,http://data.onb.ac.at/ABO/%2BZ173121705,Z173121705,,,,Anmerkungen eines reisenden Schweizers über die zu Wien unter Authorität bekannt gemachte Relation von der den 6ten May bey Prag vorgefallenen Schlacht $ Nebst einem Schreiben an seinen Freund in Zürch,,,Berlin,Berlin ; http://d-nb.info/gnd/4005728-8,,,,,1757,1757,20 Seiten,,,,0,0,0,0,0,4°,Kein illustrierender Inhalt. - Holzschnitt-Vignette und Holzschnitt-Initiale auf A2r,Bibliografischer Nachweis: VD18 90023714. - Anonym erschienen,"Signaturformel: A-B4, C2",,ger,,,VD18 90023714,,,,,,,,,Flugschrift,,,Krieg ; Prag ; Geschichte 1757 ; Siebenjähriger Krieg ; Prag ; Belagerung ; Augenzeugenbericht,TravelogueD18 Europa,,258026-B.Adl.30 MAG,ZFID,VD18 90023714
